traveler_id,start_location,destination,days_stayed,budget_tier,pace,places_visited,famous_things_to_do,food_preference,restaurant,best_dish,transport_to_destination,transport_name,local_transport,rating
3714,Bengaluru,"Jaipur, Rajasthan",7,Luxury,Moderate,"Amber Fort, Nahargarh Fort, Jal Mahal Lake","Rajasthani folk dance evening, Royal fort trekking",Non-Vegetarian,Saffron Mughlai diner,Pyaaz Kachori,Train,Jaipur Intercity Express,private taxi,4.5
3715,Paris,"Bali, Indonesia",7,Luxury,Fast,"Kelingking Cliff Penida, Uluwatu Cliff Temple, Tegallalang Rice Terraces","Riding a giant valley swing, Hiking Mount Batur at sunrise, Participating in water purification",Non-Vegetarian,Sari Organik fields,Nasi Goreng,Train,Bali Intercity Express,walking,4.8
3716,Bengaluru,"Bali, Indonesia",7,Mid-Range,Fast,"Uluwatu Cliff Temple, Kelingking Cliff Penida, Tegallalang Rice Terraces","Hiking Mount Batur at sunrise, Riding a giant valley swing",Mixed,Sari Organik fields,Mie Goreng,Bus,Bali Intercity Express,private taxi,4.2
3717,San Francisco,"Agra & Taj Mahal, UP",7,Mid-Range,Moderate,"Mehtab Bagh sunset, Agra Fort, Mathura Krishna Janmabhoomi, Fatehpur Sikri","Exploring massive red-stone forts, spiritual chanting at temples",Local,Esphahan Oberoi,Brijwasi Milk Peda,Train,Agra & Taj Mahal Intercity Express,private taxi,4.6
3718,Paris,"Agra & Taj Mahal, UP",7,Budget,Moderate,"Agra Fort, Fatehpur Sikri, Taj Mahal, Mathura Krishna Janmabhoomi","Exploring massive red-stone forts, Watching Taj sunrise, Marble-inlay souvenir shopping",Vegetarian,Pinch of Spice,Brijwasi Milk Peda,Bus,Agra & Taj Mahal Intercity Express,private taxi,4.8
3719,Tokyo,"Jaipur, Rajasthan",7,Budget,Relaxed,"Jantar Mantar, Hawa Mahal, Amber Fort, Nahargarh Fort","Royal fort trekking, Traditional hand-block printing",Non-Vegetarian,Saffron Mughlai diner,Dal Baati Churma Rajasthani,Flight,Air Berlin AB-643,private taxi,4.4
3720,Paris,"New Delhi, Delhi NCR",7,Mid-Range,Relaxed,"Akshardham Temple, Humayun's Tomb, Lotus Temple","Rickshaw ride in Chandni Chowk lanes, Tasting golgappa street foods, Exploring heritage Lodhi gardens",Local,Paranthe Wali Gali,Sweet Shahi Tukda,Flight,Fly Colombia ( Interliging Flights ) 3F-2478,auto-rickshaw,4.3
3721,Kolkata,"New Delhi, Delhi NCR",7,Luxury,Moderate,"Qutub Minar, Red Fort, Humayun's Tomb","Exploring heritage Lodhi gardens, Tasting golgappa street foods, Bargain shopping in Connaught Place",Vegetarian,Bukhara ITC Maurya,Stuffed Mixed Paranthas,Flight,American Airlines AA-1799,Delhi Metro,4.6
3722,Mumbai,"Jaipur, Rajasthan",7,Budget,Moderate,"Jal Mahal Lake, Amber Fort, Hawa Mahal","Bapu Bazaar leather shopping, Rajasthani folk dance evening",Vegetarian,LMB Restaurant Johri,Dal Baati Churma Rajasthani,Flight,SATENA 9R-640,e-rickshaw,4.6
3723,Singapore,"Kolkata, West Bengal",7,Budget,Fast,"Indian Museum, Victoria Memorial, Dakshineswar Kali Temple","Riding a heritage Kolkata tram, Taking a yellow taxi ride over Howrah Bridge, Tasting Roshogollas at K.C. Das",Mixed,Flurys British Tea Room,Mishti Doi and Sandesh desserts,Bus,Kolkata Intercity Express,yellow taxi,4.7
3724,San Francisco,"New Delhi, Delhi NCR",7,Luxury,Relaxed,"India Gate memorial, Red Fort, Lotus Temple","Exploring heritage Lodhi gardens, Tasting golgappa street foods, Rickshaw ride in Chandni Chowk lanes",Non-Vegetarian,Karim's Old Delhi,Dahi Bhalla Chat,Train,New Delhi Intercity Express,Delhi Metro,4.4
3725,Kolkata,"Bali, Indonesia",7,Luxury,Relaxed,"Tegallalang Rice Terraces, Tirta Empul Water Temple, Kelingking Cliff Penida, Uluwatu Cliff Temple","Sunset Kecak Fire Dance, Hiking Mount Batur at sunrise, Riding a giant valley swing",Non-Vegetarian,Penida Espresso,Mie Goreng,Bus,Bali Intercity Express,scooter,4.4
3726,New York,"Jaipur, Rajasthan",7,Mid-Range,Fast,"Jal Mahal Lake, Nahargarh Fort, Hawa Mahal, Amber Fort","Bapu Bazaar leather shopping, Watching Nahargarh sunset view, Traditional hand-block printing",Vegetarian,Saffron Mughlai diner,Pyaaz Kachori,Train,Jaipur Intercity Express,auto-rickshaw,4.6
3727,Dubai,"Jaipur, Rajasthan",7,Luxury,Moderate,"Jantar Mantar, City Palace, Amber Fort","Royal fort trekking, Bapu Bazaar leather shopping, Traditional hand-block printing",Non-Vegetarian,Tapri The Tea House,Pyaaz Kachori,Flight,Jet Airways 9W-2925,private taxi,4.6
3728,Paris,"Bali, Indonesia",7,Luxury,Moderate,"Ubud Monkey Forest, Kelingking Cliff Penida, Uluwatu Cliff Temple","Riding a giant valley swing, Hiking Mount Batur at sunrise",Mixed,Sari Organik fields,Nasi Campur Balinese,Bus,Bali Intercity Express,scooter,4.7
3729,Chennai,"Rome, Italy",7,Budget,Fast,"Spanish Steps, Colosseum, Trevi Fountain, Pantheon","Walking through bohemian Trastevere, Hands-on pasta making class",Mixed,Pizzeria Da Baffetto,Cacio e Pepe pasta,Train,Rome Intercity Express,metro,4.6
3730,Dubai,"Bali, Indonesia",7,Mid-Range,Relaxed,"Ubud Monkey Forest, Tirta Empul Water Temple, Tegallalang Rice Terraces","Riding a giant valley swing, Participating in water purification, Sunset Kecak Fire Dance",Non-Vegetarian,Sari Organik fields,Grilled Red Snapper,Flight,China SSS 9C-2434,private taxi,4.7
3731,Bengaluru,"Paris, France",7,Mid-Range,Relaxed,"Sacré-Cœur Basilica, Louvre Museum, Palace of Versailles","Picnicking in Luxembourg Gardens, Climbing the Eiffel Tower summit, Boutique shopping in Marais",Mixed,La Maison Rose Montmartre,Escargot,Train,Paris Intercity Express,walking,4.4
3732,Chennai,"Rome, Italy",7,Budget,Relaxed,"Trevi Fountain, Vatican Museums, Pantheon","Cycling the Appian Way, Walking through bohemian Trastevere",Vegetarian,Felice a Testaccio,Artisanal Gelato,Train,Rome Intercity Express,metro,4.6
3733,Pune,"Kolkata, West Bengal",7,Luxury,Relaxed,"Victoria Memorial, Dakshineswar Kali Temple, Princep Ghat Boating, Indian Museum","Watching Hooghly sunset at Princep Ghat, Exploring Kumartuli clay artisan village",Local,6 Ballygunge Place Bengali,Chelomesh mixed platter,Bus,Kolkata Intercity Express,Kolkata Metro,4.6
3734,Kolkata,"Jaipur, Rajasthan",7,Budget,Moderate,"Amber Fort, City Palace, Nahargarh Fort, Jantar Mantar","Watching Nahargarh sunset view, Rajasthani folk dance evening",Non-Vegetarian,Chokhi Dhani resort,Dal Baati Churma Rajasthani,Flight,Jet Airways 9W-2346,private taxi,4.7
3735,Pune,"Mumbai, Maharashtra",7,Mid-Range,Moderate,"Chhatrapati Shivaji Terminus, Elephanta Island Caves, Haji Ali ocean mosque, Marine Drive Queen's Necklace","Renting bicycles in forest, Vectoring basalt cave temples, Ferry ride across harbor",Vegetarian,Trishna seafood diner,Butter Garlic Crab,Train,Mumbai Intercity Express,metered auto,4.5
3736,Paris,"Rome, Italy",7,Budget,Relaxed,"Colosseum, Pantheon, St. Peter's Basilica","Walking through bohemian Trastevere, Cycling the Appian Way",Vegetarian,Luzi Trattoria Colosseo,Carbonara,Flight,Aerocondor 2B-222,walking,4.7
3737,Mumbai,"Jaipur, Rajasthan",7,Luxury,Fast,"City Palace, Amber Fort, Jantar Mantar, Jal Mahal Lake","Traditional hand-block printing, Rajasthani folk dance evening, Royal fort trekking",Vegetarian,Chokhi Dhani resort,Traditional sweet Malpua,Flight,Atlant-Soyuz Airlines 3G-956,scooter,4.5
3738,New York,"Bali, Indonesia",7,Mid-Range,Fast,"Tirta Empul Water Temple, Uluwatu Cliff Temple, Kelingking Cliff Penida, Tegallalang Rice Terraces","Participating in water purification, Sunset Kecak Fire Dance",Mixed,Sun Sun Warung Ubud,Grilled Red Snapper,Bus,Bali Intercity Express,walking,4.9
3739,Chennai,"Mumbai, Maharashtra",7,Mid-Range,Moderate,"Haji Ali ocean mosque, Gateway of India, Marine Drive Queen's Necklace, Dhobi Ghat Mahalaxmi","Ferry ride across harbor, Vectoring basalt cave temples",Local,Bademiya late-night grill,Spicy Vada Pav street food,Bus,Mumbai Intercity Express,walking,4.8
3740,New Delhi,"Jaipur, Rajasthan",7,Budget,Relaxed,"Jantar Mantar, Amber Fort, City Palace, Hawa Mahal","Traditional hand-block printing, Bapu Bazaar leather shopping",Non-Vegetarian,LMB Restaurant Johri,Lal Maas spicy mutton,Flight,Air France AF-1729,e-rickshaw,4.7
3741,Paris,"Kolkata, West Bengal",7,Budget,Fast,"Howrah Bridge, Princep Ghat Boating, Indian Museum, Victoria Memorial","Tasting Roshogollas at K.C. Das, Exploring Kumartuli clay artisan village, Watching Hooghly sunset at Princep Ghat",Vegetarian,Peter Cat Park Street,Mishti Doi and Sandesh desserts,Train,Kolkata Intercity Express,walking,4.4
3742,Ahmedabad,"Bali, Indonesia",7,Budget,Fast,"Ubud Monkey Forest, Uluwatu Cliff Temple, Kelingking Cliff Penida","Riding a giant valley swing, Hiking Mount Batur at sunrise",Mixed,Sari Organik fields,Mie Goreng,Bus,Bali Intercity Express,walking,4.6
3743,New Delhi,"Kolkata, West Bengal",7,Mid-Range,Fast,"Howrah Bridge, Science City, Victoria Memorial","Riding a heritage Kolkata tram, Tasting Roshogollas at K.C. Das, Watching Hooghly sunset at Princep Ghat",Local,6 Ballygunge Place Bengali,Mutton Biryani Kolkata Style,Bus,Kolkata Intercity Express,Kolkata Metro,4.9
3744,Chennai,"New York City, USA",7,Luxury,Fast,"Central Park, High Line Park, Brooklyn Bridge, Statue of Liberty","Watching a Broadway musical, Picnicking in Bryant Park",Local,Los Tacos No. 1 Chelsea,Hot Pastrami Sandwich,Flight,Silver Airways (3M) 3M-217,walking,5.0
3745,Pune,"New Delhi, Delhi NCR",7,Luxury,Relaxed,"Akshardham Temple, India Gate memorial, Lotus Temple, Qutub Minar","Tasting golgappa street foods, Exploring heritage Lodhi gardens",Mixed,Paranthe Wali Gali,Spicy Chole Bhature,Flight,American Airlines AA-1909,auto-rickshaw,4.9
3746,Bengaluru,"New Delhi, Delhi NCR",7,Luxury,Relaxed,"Akshardham Temple, India Gate memorial, Lotus Temple","Exploring heritage Lodhi gardens, Rickshaw ride in Chandni Chowk lanes, Bargain shopping in Connaught Place",Local,Bukhara ITC Maurya,Dahi Bhalla Chat,Flight,Regional Air Iceland 9N-762,Delhi Metro,4.4
3747,San Francisco,"Bali, Indonesia",7,Mid-Range,Fast,"Tegallalang Rice Terraces, Ubud Monkey Forest, Uluwatu Cliff Temple","Riding a giant valley swing, Hiking Mount Batur at sunrise",Local,Sun Sun Warung Ubud,Nasi Campur Balinese,Bus,Bali Intercity Express,fast speedboat,4.2
3748,San Francisco,"New Delhi, Delhi NCR",7,Mid-Range,Moderate,"Red Fort, Akshardham Temple, Lotus Temple, Humayun's Tomb","Tasting golgappa street foods, Exploring heritage Lodhi gardens",Non-Vegetarian,Saravana Bhavan CP,Butter Chicken with garlic naans,Train,New Delhi Intercity Express,auto-rickshaw,4.7
3749,Singapore,"Mumbai, Maharashtra",7,Mid-Range,Moderate,"Gateway of India, Dhobi Ghat Mahalaxmi, Chhatrapati Shivaji Terminus, Elephanta Island Caves","Vectoring basalt cave temples, Ferry ride across harbor",Local,Trishna seafood diner,Keema Pav platter,Train,Mumbai Intercity Express,yellow-black taxi,4.5
3750,Dubai,"Tokyo, Japan",7,Budget,Fast,"Shibuya Crossing, Meiji Jingu Shrine, Senso-ji Temple","Taking a Fuji day trip, Anime shopping in Akihabara",Mixed,Daiwa Sushi Tsukiji,Fatty Tuna Sushi,Train,Tokyo Intercity Express,subway,4.5
3751,New Delhi,"Agra & Taj Mahal, UP",7,Mid-Range,Fast,"Fatehpur Sikri, Agra Fort, Tomb of Akbar","Watching Taj sunrise, Exploring massive red-stone forts",Mixed,Pinch of Spice,Dal Makhani with naans,Bus,Agra & Taj Mahal Intercity Express,auto-rickshaw,5.0
3752,Hyderabad,"Paris, France",7,Mid-Range,Relaxed,"Notre-Dame Cathedral, Sacré-Cœur Basilica, Eiffel Tower, Palace of Versailles","Boutique shopping in Marais, Seine River twilight cruise",Non-Vegetarian,L'As du Fallafel,Croque-monsieur,Flight,Azul AD-2979,velib bicycle,4.5
3753,London,"Jaipur, Rajasthan",7,Luxury,Relaxed,"Jal Mahal Lake, Nahargarh Fort, Jantar Mantar","Royal fort trekking, Traditional hand-block printing, Rajasthani folk dance evening",Non-Vegetarian,Tapri The Tea House,Pyaaz Kachori,Train,Jaipur Intercity Express,auto-rickshaw,5.0
3754,New York,"Paris, France",7,Mid-Range,Moderate,"Sacré-Cœur Basilica, Palace of Versailles, Eiffel Tower","Climbing the Eiffel Tower summit, Picnicking in Luxembourg Gardens, Seine River twilight cruise",Non-Vegetarian,L'As du Fallafel,French Onion Soup,Bus,Paris Intercity Express,velib bicycle,4.3
3755,New Delhi,"Mumbai, Maharashtra",7,Luxury,Moderate,"Marine Drive Queen's Necklace, Gateway of India, Elephanta Island Caves","Watching Dabbawalas sort lunches, Ferry ride across harbor, Vectoring basalt cave temples",Local,Swati Snacks vegetarian,Keema Pav platter,Flight,China SSS 9C-1831,local train,4.4
3756,Chennai,"Agra & Taj Mahal, UP",7,Luxury,Moderate,"Mathura Krishna Janmabhoomi, Mehtab Bagh sunset, Taj Mahal, Agra Fort","Marble-inlay souvenir shopping, spiritual chanting at temples, Watching Taj sunrise",Mixed,Sheroes Hangout,Hot Mughlai chicken rolls,Train,Agra & Taj Mahal Intercity Express,e-rickshaw,4.6
3757,San Francisco,"Paris, France",7,Budget,Relaxed,"Notre-Dame Cathedral, Sacré-Cœur Basilica, Palace of Versailles, Louvre Museum","Boutique shopping in Marais, Climbing the Eiffel Tower summit",Non-Vegetarian,Café de Flore,French Onion Soup,Bus,Paris Intercity Express,RER train,4.8
3758,San Francisco,"Paris, France",7,Mid-Range,Fast,"Notre-Dame Cathedral, Luxembourg Gardens, Palace of Versailles","Climbing the Eiffel Tower summit, Boutique shopping in Marais",Vegetarian,La Maison Rose Montmartre,French Onion Soup,Bus,Paris Intercity Express,velib bicycle,4.6
3759,Chennai,"Kolkata, West Bengal",7,Mid-Range,Relaxed,"Victoria Memorial, Indian Museum, Princep Ghat Boating, Science City","Tasting Roshogollas at K.C. Das, Taking a yellow taxi ride over Howrah Bridge",Vegetarian,Peter Cat Park Street,Kosha Mangsho mutton with Luchi,Bus,Kolkata Intercity Express,walking,4.3
3760,San Francisco,"New York City, USA",7,Mid-Range,Moderate,"High Line Park, Brooklyn Bridge, Times Square, Empire State Building","Watching a Broadway musical, Picnicking in Bryant Park, Walking across the Brooklyn Bridge",Mixed,Joe's Pizza Times Square,Hot Pastrami Sandwich,Bus,New York City Intercity Express,walking,4.6
3761,Dubai,"Mumbai, Maharashtra",7,Budget,Relaxed,"Marine Drive Queen's Necklace, Haji Ali ocean mosque, Gateway of India, Chhatrapati Shivaji Terminus","Watching Dabbawalas sort lunches, Vectoring basalt cave temples",Local,Cafe Mondegar Colaba,Keema Pav platter,Train,Mumbai Intercity Express,local train,4.4
3762,London,"Agra & Taj Mahal, UP",7,Budget,Fast,"Fatehpur Sikri, Mathura Krishna Janmabhoomi, Taj Mahal, Tomb of Akbar","Exploring massive red-stone forts, spiritual chanting at temples, Watching Taj sunrise",Non-Vegetarian,Brijwasi Mithai Wala,Brijwasi Milk Peda,Bus,Agra & Taj Mahal Intercity Express,e-rickshaw,4.3
3763,Ahmedabad,"New Delhi, Delhi NCR",7,Mid-Range,Moderate,"Lotus Temple, Akshardham Temple, Qutub Minar","Bargain shopping in Connaught Place, Tasting golgappa street foods",Local,Paranthe Wali Gali,Dahi Bhalla Chat,Flight,Air France AF-1283,Delhi Metro,4.8
3764,Ahmedabad,"Bali, Indonesia",7,Luxury,Moderate,"Kelingking Cliff Penida, Tegallalang Rice Terraces, Tirta Empul Water Temple, Ubud Monkey Forest","Participating in water purification, Riding a giant valley swing, Sunset Kecak Fire Dance",Mixed,Sun Sun Warung Ubud,Nasi Campur Balinese,Flight,Intersky 3L-1008,fast speedboat,4.2
3765,Dubai,"New Delhi, Delhi NCR",7,Budget,Relaxed,"Red Fort, Lotus Temple, Akshardham Temple, Qutub Minar","Exploring heritage Lodhi gardens, Tasting golgappa street foods, Rickshaw ride in Chandni Chowk lanes",Vegetarian,Wenger's Bakery CP,Dahi Bhalla Chat,Train,New Delhi Intercity Express,Delhi Metro,4.5
3766,Tokyo,"Rome, Italy",7,Luxury,Moderate,"Spanish Steps, St. Peter's Basilica, Colosseum, Trevi Fountain","Cycling the Appian Way, Hands-on pasta making class",Mixed,Da Enzo al 29 Trastevere,Cacio e Pepe pasta,Train,Rome Intercity Express,metro,4.7
3767,Mumbai,"New York City, USA",7,Luxury,Moderate,"Statue of Liberty, High Line Park, Empire State Building, Central Park","Walking across the Brooklyn Bridge, Renting a bicycle in Central Park, Watching a Broadway musical",Vegetarian,Juliana's Pizza DUMBO,Classic New York Street Slice,Flight,Era Alaska 7H-1949,walking,4.5
3768,Mumbai,"Kolkata, West Bengal",7,Budget,Moderate,"Princep Ghat Boating, Science City, Indian Museum, Victoria Memorial","Riding a heritage Kolkata tram, Exploring Kumartuli clay artisan village",Non-Vegetarian,Kusum Kathi Rolls,Chelomesh mixed platter,Train,Kolkata Intercity Express,heritage tram,5.0
3769,Chennai,"New Delhi, Delhi NCR",7,Luxury,Relaxed,"Lotus Temple, Humayun's Tomb, Akshardham Temple","Bargain shopping in Connaught Place, Exploring heritage Lodhi gardens",Local,Wenger's Bakery CP,Dahi Bhalla Chat,Flight,Svyaz Rossiya 7R-1741,e-rickshaw,4.2
3770,New Delhi,"Jaipur, Rajasthan",7,Budget,Fast,"Hawa Mahal, Jantar Mantar, Amber Fort","Watching Nahargarh sunset view, Traditional hand-block printing",Non-Vegetarian,Saffron Mughlai diner,Dal Baati Churma Rajasthani,Bus,Jaipur Intercity Express,private taxi,5.0
3771,Ahmedabad,"Agra & Taj Mahal, UP",7,Budget,Relaxed,"Mathura Krishna Janmabhoomi, Mehtab Bagh sunset, Tomb of Akbar, Fatehpur Sikri","Exploring massive red-stone forts, spiritual chanting at temples",Mixed,Pinch of Spice,Butter Chicken,Flight,Mandarin Airlines AE-2887,private taxi,4.8
3772,Tokyo,"Kolkata, West Bengal",7,Mid-Range,Relaxed,"Science City, Dakshineswar Kali Temple, Indian Museum, Princep Ghat Boating","Tasting Roshogollas at K.C. Das, Riding a heritage Kolkata tram, Exploring Kumartuli clay artisan village",Mixed,6 Ballygunge Place Bengali,Mutton Biryani Kolkata Style,Flight,Azul AD-2343,Kolkata Metro,4.7
3773,London,"Tokyo, Japan",7,Luxury,Fast,"Shibuya Crossing, Senso-ji Temple, Meiji Jingu Shrine","Anime shopping in Akihabara, Experiencing teamLab digital art",Non-Vegetarian,Ichiran Ramen Shibuya,Fatty Tuna Sushi,Train,Tokyo Intercity Express,walking,4.3
3774,Pune,"Kolkata, West Bengal",7,Luxury,Fast,"Indian Museum, Science City, Princep Ghat Boating","Watching Hooghly sunset at Princep Ghat, Tasting Roshogollas at K.C. Das, Exploring Kumartuli clay artisan village",Non-Vegetarian,Flurys British Tea Room,Chelomesh mixed platter,Bus,Kolkata Intercity Express,Kolkata Metro,5.0
3775,Mumbai,"Kolkata, West Bengal",7,Luxury,Fast,"Indian Museum, Howrah Bridge, Princep Ghat Boating","Taking a yellow taxi ride over Howrah Bridge, Riding a heritage Kolkata tram",Mixed,Arsalan Mughlai Restaurant,Chelomesh mixed platter,Bus,Kolkata Intercity Express,yellow taxi,4.2
3776,San Francisco,"Rome, Italy",7,Luxury,Fast,"St. Peter's Basilica, Spanish Steps, Colosseum","Walking through bohemian Trastevere, Hands-on pasta making class",Non-Vegetarian,Luzi Trattoria Colosseo,Artisanal Gelato,Train,Rome Intercity Express,vespa scooter,4.7
3777,Singapore,"Jaipur, Rajasthan",7,Mid-Range,Relaxed,"Hawa Mahal, Jantar Mantar, Jal Mahal Lake, Amber Fort","Bapu Bazaar leather shopping, Royal fort trekking, Traditional hand-block printing",Vegetarian,LMB Restaurant Johri,Traditional sweet Malpua,Train,Jaipur Intercity Express,scooter,4.7
3778,New York,"Bali, Indonesia",7,Budget,Moderate,"Kelingking Cliff Penida, Tegallalang Rice Terraces, Uluwatu Cliff Temple","Hiking Mount Batur at sunrise, Riding a giant valley swing, Participating in water purification",Vegetarian,Sun Sun Warung Ubud,Nasi Goreng,Bus,Bali Intercity Express,walking,4.5
3779,San Francisco,"Kolkata, West Bengal",7,Luxury,Fast,"Howrah Bridge, Science City, Victoria Memorial, Princep Ghat Boating","Tasting Roshogollas at K.C. Das, Exploring Kumartuli clay artisan village, Riding a heritage Kolkata tram",Non-Vegetarian,6 Ballygunge Place Bengali,Double Egg Chicken Kathi Roll,Bus,Kolkata Intercity Express,yellow taxi,5.0
3780,Paris,"Bali, Indonesia",7,Budget,Moderate,"Tegallalang Rice Terraces, Tirta Empul Water Temple, Ubud Monkey Forest","Hiking Mount Batur at sunrise, Participating in water purification, Sunset Kecak Fire Dance",Vegetarian,Penida Espresso,Gourmet Smoothie Bowl,Flight,Germanwings 4U-2050,scooter,4.4
3781,Tokyo,"Jaipur, Rajasthan",7,Luxury,Relaxed,"City Palace, Nahargarh Fort, Amber Fort, Hawa Mahal","Rajasthani folk dance evening, Watching Nahargarh sunset view",Local,Tapri The Tea House,Pyaaz Kachori,Train,Jaipur Intercity Express,e-rickshaw,4.5
3782,Singapore,"Agra & Taj Mahal, UP",7,Mid-Range,Relaxed,"Agra Fort, Fatehpur Sikri, Tomb of Akbar, Mehtab Bagh sunset","Exploring massive red-stone forts, spiritual chanting at temples, Marble-inlay souvenir shopping",Local,Sheroes Hangout,Hot Mughlai chicken rolls,Flight,Air Canada AC-2611,e-rickshaw,4.2
3783,Chennai,"Paris, France",7,Luxury,Fast,"Luxembourg Gardens, Louvre Museum, Palace of Versailles","Boutique shopping in Marais, Climbing the Eiffel Tower summit, Picnicking in Luxembourg Gardens",Mixed,Le Comptoir du Relais,Escargot,Train,Paris Intercity Express,Paris Metro,4.4
3784,Chennai,"New Delhi, Delhi NCR",7,Luxury,Moderate,"Qutub Minar, Lotus Temple, India Gate memorial","Bargain shopping in Connaught Place, Rickshaw ride in Chandni Chowk lanes, Exploring heritage Lodhi gardens",Local,Karim's Old Delhi,Sweet Shahi Tukda,Flight,American Airlines AA-2119,private taxi,4.6
3785,Hyderabad,"Bali, Indonesia",7,Mid-Range,Moderate,"Kelingking Cliff Penida, Ubud Monkey Forest, Tegallalang Rice Terraces","Hiking Mount Batur at sunrise, Riding a giant valley swing, Sunset Kecak Fire Dance",Local,Penida Espresso,Grilled Red Snapper,Bus,Bali Intercity Express,private taxi,4.7
3786,Kolkata,"Tokyo, Japan",7,Budget,Relaxed,"Tokyo Skytree, Meiji Jingu Shrine, Shibuya Crossing","Anime shopping in Akihabara, Walking the Shibuya Scramble, Experiencing teamLab digital art",Mixed,Omoide Yokocho street stalls,Yakitori Skewers,Bus,Tokyo Intercity Express,metro,4.7
3787,Tokyo,"Jaipur, Rajasthan",7,Luxury,Relaxed,"City Palace, Nahargarh Fort, Jantar Mantar","Royal fort trekking, Bapu Bazaar leather shopping, Watching Nahargarh sunset view",Mixed,Chokhi Dhani resort,Lal Maas spicy mutton,Train,Jaipur Intercity Express,private taxi,4.9
3788,New York,"Jaipur, Rajasthan",7,Mid-Range,Moderate,"Jal Mahal Lake, Hawa Mahal, Nahargarh Fort, Amber Fort","Royal fort trekking, Bapu Bazaar leather shopping, Rajasthani folk dance evening",Vegetarian,Saffron Mughlai diner,Traditional sweet Malpua,Train,Jaipur Intercity Express,scooter,4.8
3789,New York,"Agra & Taj Mahal, UP",7,Mid-Range,Fast,"Fatehpur Sikri, Mehtab Bagh sunset, Mathura Krishna Janmabhoomi, Tomb of Akbar","Watching Taj sunrise, spiritual chanting at temples",Vegetarian,Mama Chicken Franky,Brijwasi Milk Peda,Flight,China SSS 9C-235,private taxi,4.9
3790,London,"New Delhi, Delhi NCR",7,Budget,Moderate,"Qutub Minar, India Gate memorial, Red Fort, Humayun's Tomb","Rickshaw ride in Chandni Chowk lanes, Exploring heritage Lodhi gardens, Tasting golgappa street foods",Mixed,Karim's Old Delhi,Stuffed Mixed Paranthas,Train,New Delhi Intercity Express,e-rickshaw,4.7
3791,Bengaluru,"Agra & Taj Mahal, UP",7,Luxury,Fast,"Mathura Krishna Janmabhoomi, Agra Fort, Taj Mahal, Fatehpur Sikri","spiritual chanting at temples, Watching Taj sunrise",Non-Vegetarian,Brijwasi Mithai Wala,Dal Makhani with naans,Bus,Agra & Taj Mahal Intercity Express,auto-rickshaw,4.6
3792,Dubai,"New Delhi, Delhi NCR",7,Budget,Fast,"Lotus Temple, Red Fort, Qutub Minar, India Gate memorial","Bargain shopping in Connaught Place, Tasting golgappa street foods",Mixed,Bukhara ITC Maurya,Stuffed Mixed Paranthas,Bus,New Delhi Intercity Express,Delhi Metro,5.0
3793,Ahmedabad,"Paris, France",7,Mid-Range,Moderate,"Luxembourg Gardens, Louvre Museum, Notre-Dame Cathedral, Sacré-Cœur Basilica","Picnicking in Luxembourg Gardens, Climbing the Eiffel Tower summit",Local,Le Comptoir du Relais,Croque-monsieur,Train,Paris Intercity Express,walking,4.8
3794,San Francisco,"New Delhi, Delhi NCR",7,Budget,Fast,"Lotus Temple, Qutub Minar, Red Fort","Rickshaw ride in Chandni Chowk lanes, Exploring heritage Lodhi gardens, Bargain shopping in Connaught Place",Non-Vegetarian,Saravana Bhavan CP,Dahi Bhalla Chat,Bus,New Delhi Intercity Express,private taxi,4.5
3795,Tokyo,"Rome, Italy",7,Luxury,Moderate,"St. Peter's Basilica, Pantheon, Trevi Fountain","Cycling the Appian Way, Walking through bohemian Trastevere, Throwing coins in Trevi Fountain",Mixed,Felice a Testaccio,Tiramisu,Flight,Cebu Pacific 5J-1601,walking,4.3
3796,Mumbai,"Rome, Italy",7,Mid-Range,Moderate,"Pantheon, Spanish Steps, Colosseum","Walking through bohemian Trastevere, Throwing coins in Trevi Fountain",Non-Vegetarian,Da Enzo al 29 Trastevere,Artisanal Gelato,Flight,Air Berlin AB-1380,tram,4.9
3797,Pune,"New York City, USA",7,Mid-Range,Moderate,"Brooklyn Bridge, High Line Park, Central Park","Picnicking in Bryant Park, Watching a Broadway musical, Walking across the Brooklyn Bridge",Vegetarian,Katz's Delicatessen,Hand-rolled Lox Bagel,Flight,Airlinair A5-595,yellow taxi,4.6
3798,San Francisco,"Mumbai, Maharashtra",7,Luxury,Relaxed,"Gateway of India, Marine Drive Queen's Necklace, Dhobi Ghat Mahalaxmi, Elephanta Island Caves","Renting bicycles in forest, Ferry ride across harbor, Vectoring basalt cave temples",Non-Vegetarian,Cafe Mondegar Colaba,Butter Garlic Crab,Bus,Mumbai Intercity Express,walking,5.0
3799,Hyderabad,"Bali, Indonesia",7,Luxury,Relaxed,"Kelingking Cliff Penida, Tirta Empul Water Temple, Tegallalang Rice Terraces","Sunset Kecak Fire Dance, Riding a giant valley swing, Participating in water purification",Non-Vegetarian,Penida Espresso,Mie Goreng,Bus,Bali Intercity Express,fast speedboat,4.9
3800,Bengaluru,"New Delhi, Delhi NCR",7,Mid-Range,Fast,"Red Fort, Humayun's Tomb, Qutub Minar, India Gate memorial","Exploring heritage Lodhi gardens, Rickshaw ride in Chandni Chowk lanes",Mixed,Paranthe Wali Gali,Stuffed Mixed Paranthas,Flight,American Airlines AA-1682,auto-rickshaw,4.8
